timestamp,Servo1Angle,Diff1,Dir1,Servo2Angle,Diff2,Dir2,Servo3Angle,Diff3,Dir3,Servo4Angle,Diff4,Dir4,Servo5Angle,Diff5,Dir5
4/23/2025 17:36,84,-6,left,169,79,up,60,-30,down,165,75,up,90,0,center
4/23/2025 17:36,93,3,right,113,23,up,53,-37,down,136,46,up,90,0,center
4/23/2025 17:36,149,59,right,65,-25,down,108,18,up,89,-1,down,90,0,center
4/23/2025 17:36,11,-79,left,148,58,up,141,51,up,93,3,up,90,0,center
4/23/2025 17:36,91,1,right,35,-55,down,105,15,up,34,-56,down,90,0,center
4/23/2025 17:36,109,19,right,169,79,up,131,41,up,129,39,up,90,0,center
4/23/2025 17:36,10,-80,left,13,-77,down,10,-80,down,111,21,up,90,0,center
4/23/2025 17:36,10,-80,left,130,40,up,19,-71,down,44,-46,down,90,0,center
4/23/2025 17:36,154,64,right,15,-75,down,99,9,up,177,87,up,90,0,center
4/23/2025 17:36,24,-66,left,30,-60,down,100,10,up,164,74,up,90,0,center
4/23/2025 17:36,108,18,right,116,26,up,60,-30,down,38,-52,down,90,0,center
4/23/2025 17:36,39,-51,left,147,57,up,28,-62,down,154,64,up,90,0,center
4/23/2025 17:36,37,-53,left,141,51,up,123,33,up,102,12,up,90,0,center
4/23/2025 17:36,32,-58,left,68,-22,down,79,-11,down,90,0,center,90,0,center
4/23/2025 17:36,104,14,right,68,-22,down,50,-40,down,98,8,up,90,0,center
4/23/2025 17:36,136,46,right,47,-43,down,98,8,up,29,-61,down,90,0,center
4/23/2025 17:36,69,-21,left,152,62,up,110,20,up,109,19,up,90,0,center
4/23/2025 17:36,77,-13,left,118,28,up,157,67,up,46,-44,down,90,0,center
4/23/2025 17:36,100,10,right,99,9,up,42,-48,down,76,-14,down,90,0,center
4/23/2025 17:36,100,10,right,39,-51,down,79,-11,down,132,42,up,90,0,center
4/23/2025 17:36,170,80,right,39,-51,down,76,-14,down,93,3,up,90,0,center
4/23/2025 17:36,151,61,right,114,24,up,172,82,up,103,13,up,90,0,center
4/23/2025 17:36,54,-36,left,25,-65,down,148,58,up,52,-38,down,90,0,center
4/23/2025 17:36,106,16,right,160,70,up,34,-56,down,127,37,up,90,0,center
4/23/2025 17:36,5,-85,left,108,18,up,161,71,up,150,60,up,90,0,center
4/23/2025 17:36,119,29,right,46,-44,down,116,26,up,71,-19,down,90,0,center
4/23/2025 17:36,70,-20,left,113,23,up,106,16,up,2,-88,down,90,0,center
4/23/2025 17:36,48,-42,left,64,-26,down,2,-88,down,76,-14,down,90,0,center
4/23/2025 17:36,135,45,right,176,86,up,23,-67,down,82,-8,down,90,0,center
4/23/2025 17:36,78,-12,left,42,-48,down,72,-18,down,84,-6,down,90,0,center
4/23/2025 17:36,43,-47,left,56,-34,down,106,16,up,27,-63,down,90,0,center
4/23/2025 17:36,60,-30,left,86,-4,down,2,-88,down,123,33,up,90,0,center
4/23/2025 17:36,40,-50,left,168,78,up,153,63,up,115,25,up,90,0,center
4/23/2025 17:36,108,18,right,87,-3,down,141,51,up,81,-9,down,90,0,center
4/23/2025 17:36,142,52,right,111,21,up,97,7,up,54,-36,down,90,0,center
4/23/2025 17:36,124,34,right,77,-13,down,118,28,up,108,18,up,90,0,center
4/23/2025 17:36,107,17,right,79,-11,down,135,45,up,77,-13,down,90,0,center
4/23/2025 17:36,123,33,right,154,64,up,120,30,up,80,-10,down,90,0,center
4/23/2025 17:36,28,-62,left,125,35,up,32,-58,down,78,-12,down,90,0,center
4/23/2025 17:36,84,-6,left,166,76,up,55,-35,down,5,-85,down,90,0,center
4/23/2025 17:36,162,72,right,134,44,up,11,-79,down,114,24,up,90,0,center
4/23/2025 17:36,22,-68,left,119,29,up,51,-39,down,122,32,up,90,0,center
4/23/2025 17:36,53,-37,left,81,-9,down,126,36,up,24,-66,down,90,0,center
4/23/2025 17:36,7,-83,left,130,40,up,35,-55,down,4,-86,down,90,0,center
4/23/2025 17:36,124,34,right,98,8,up,59,-31,down,0,-90,down,90,0,center
4/23/2025 17:36,45,-45,left,160,70,up,32,-58,down,77,-13,down,90,0,center
4/23/2025 17:36,82,-8,left,113,23,up,52,-38,down,81,-9,down,90,0,center
4/23/2025 17:36,46,-44,left,15,-75,down,40,-50,down,78,-12,down,90,0,center
4/23/2025 17:36,28,-62,left,52,-38,down,46,-44,down,138,48,up,90,0,center
4/23/2025 17:36,64,-26,left,43,-47,down,74,-16,down,7,-83,down,90,0,center
4/23/2025 17:36,132,42,right,130,40,up,119,29,up,37,-53,down,90,0,center
4/23/2025 17:36,44,-46,left,177,87,up,66,-24,down,23,-67,down,90,0,center
4/23/2025 17:36,119,29,right,36,-54,down,166,76,up,134,44,up,90,0,center
4/23/2025 17:36,136,46,right,137,47,up,176,86,up,97,7,up,90,0,center
4/23/2025 17:36,44,-46,left,53,-37,down,49,-41,down,64,-26,down,90,0,center
4/23/2025 17:36,108,18,right,57,-33,down,66,-24,down,123,33,up,90,0,center
4/23/2025 17:36,138,48,right,15,-75,down,69,-21,down,131,41,up,90,0,center
4/23/2025 17:37,116,26,right,20,-70,down,24,-66,down,72,-18,down,90,0,center
4/23/2025 17:37,19,-71,left,127,37,up,106,16,up,80,-10,down,90,0,center
4/23/2025 17:37,114,24,right,150,60,up,104,14,up,175,85,up,90,0,center
4/23/2025 17:37,79,-11,left,10,-80,down,95,5,up,86,-4,down,90,0,center
4/23/2025 17:37,34,-56,left,150,60,up,174,84,up,170,80,up,90,0,center
4/23/2025 17:37,175,85,right,178,88,up,42,-48,down,73,-17,down,90,0,center
4/23/2025 17:37,93,3,right,138,48,up,88,-2,down,71,-19,down,90,0,center
4/23/2025 17:37,44,-46,left,126,36,up,54,-36,down,82,-8,down,90,0,center
4/23/2025 17:37,170,80,right,139,49,up,6,-84,down,175,85,up,90,0,center
4/23/2025 17:37,46,-44,left,54,-36,down,154,64,up,81,-9,down,90,0,center
4/23/2025 17:37,65,-25,left,63,-27,down,63,-27,down,109,19,up,90,0,center
4/23/2025 17:37,115,25,right,31,-59,down,101,11,up,53,-37,down,90,0,center
4/23/2025 17:37,100,10,right,29,-61,down,79,-11,down,125,35,up,90,0,center
4/23/2025 17:37,48,-42,left,143,53,up,27,-63,down,115,25,up,90,0,center
4/23/2025 17:37,24,-66,left,108,18,up,77,-13,down,65,-25,down,90,0,center
4/23/2025 17:37,100,10,right,179,89,up,153,63,up,19,-71,down,90,0,center
4/23/2025 17:37,35,-55,left,21,-69,down,91,1,up,41,-49,down,90,0,center
4/23/2025 17:37,26,-64,left,37,-53,down,62,-28,down,68,-22,down,90,0,center
4/23/2025 17:37,91,1,right,143,53,up,97,7,up,24,-66,down,90,0,center
4/23/2025 17:37,33,-57,left,141,51,up,41,-49,down,10,-80,down,90,0,center
4/23/2025 17:37,152,62,right,41,-49,down,163,73,up,155,65,up,90,0,center
4/23/2025 17:37,139,49,right,25,-65,down,78,-12,down,25,-65,down,90,0,center
4/23/2025 17:37,15,-75,left,109,19,up,84,-6,down,82,-8,down,90,0,center
4/23/2025 17:37,68,-22,left,106,16,up,122,32,up,17,-73,down,90,0,center
4/23/2025 17:37,158,68,right,119,29,up,77,-13,down,167,77,up,90,0,center
4/23/2025 17:37,49,-41,left,123,33,up,20,-70,down,50,-40,down,90,0,center
4/23/2025 17:37,67,-23,left,172,82,up,82,-8,down,152,62,up,90,0,center
4/23/2025 17:37,83,-7,left,166,76,up,41,-49,down,175,85,up,90,0,center
4/23/2025 17:37,134,44,right,127,37,up,51,-39,down,53,-37,down,90,0,center
4/23/2025 17:37,132,42,right,54,-36,down,171,81,up,25,-65,down,90,0,center
4/23/2025 17:37,101,11,right,71,-19,down,131,41,up,170,80,up,90,0,center
4/23/2025 17:37,154,64,right,111,21,up,54,-36,down,180,90,up,90,0,center
4/23/2025 17:37,99,9,right,10,-80,down,117,27,up,172,82,up,90,0,center
4/23/2025 17:37,42,-48,left,128,38,up,21,-69,down,132,42,up,90,0,center
4/23/2025 17:37,164,74,right,77,-13,down,99,9,up,94,4,up,90,0,center
4/23/2025 17:37,116,26,right,146,56,up,83,-7,down,136,46,up,90,0,center
4/23/2025 17:37,136,46,right,102,12,up,110,20,up,27,-63,down,90,0,center
4/23/2025 17:37,149,59,right,108,18,up,80,-10,down,20,-70,down,90,0,center
4/23/2025 17:37,17,-73,left,57,-33,down,22,-68,down,89,-1,down,90,0,center
4/23/2025 17:37,30,-60,left,143,53,up,47,-43,down,109,19,up,90,0,center
4/23/2025 17:37,113,23,right,157,67,up,37,-53,down,20,-70,down,90,0,center
4/23/2025 17:37,67,-23,left,10,-80,down,122,32,up,41,-49,down,90,0,center
4/23/2025 17:37,166,76,right,134,44,up,40,-50,down,82,-8,down,90,0,center
4/23/2025 17:37,107,17,right,131,41,up,30,-60,down,153,63,up,90,0,center
4/23/2025 17:37,83,-7,left,157,67,up,145,55,up,149,59,up,90,0,center
4/23/2025 17:37,152,62,right,176,86,up,109,19,up,41,-49,down,90,0,center
4/23/2025 17:37,122,32,right,108,18,up,42,-48,down,153,63,up,90,0,center
4/23/2025 17:37,89,-1,left,18,-72,down,76,-14,down,107,17,up,90,0,center
4/23/2025 17:37,150,60,right,173,83,up,128,38,up,109,19,up,90,0,center
4/23/2025 17:37,59,-31,left,106,16,up,102,12,up,118,28,up,90,0,center
4/23/2025 17:37,80,-10,left,28,-62,down,89,-1,down,67,-23,down,90,0,center
4/23/2025 17:37,161,71,right,148,58,up,162,72,up,158,68,up,90,0,center
4/23/2025 17:37,39,-51,left,63,-27,down,103,13,up,2,-88,down,90,0,center
4/23/2025 17:37,146,56,right,120,30,up,121,31,up,145,55,up,90,0,center
4/23/2025 17:37,148,58,right,34,-56,down,70,-20,down,102,12,up,90,0,center
4/23/2025 17:37,97,7,right,66,-24,down,168,78,up,157,67,up,90,0,center
4/23/2025 17:37,105,15,right,86,-4,down,174,84,up,143,53,up,90,0,center
4/23/2025 17:37,180,90,right,24,-66,down,112,22,up,43,-47,down,90,0,center
4/23/2025 17:37,24,-66,left,155,65,up,33,-57,down,76,-14,down,90,0,center
4/23/2025 17:37,161,71,right,21,-69,down,139,49,up,38,-52,down,90,0,center
4/23/2025 17:37,152,62,right,151,61,up,7,-83,down,133,43,up,90,0,center
4/23/2025 17:37,139,49,right,22,-68,down,78,-12,down,84,-6,down,90,0,center
4/23/2025 17:37,126,36,right,170,80,up,164,74,up,19,-71,down,90,0,center
4/23/2025 17:37,149,59,right,28,-62,down,57,-33,down,129,39,up,90,0,center
4/23/2025 17:37,154,64,right,175,85,up,32,-58,down,83,-7,down,90,0,center
4/23/2025 17:37,23,-67,left,149,59,up,116,26,up,111,21,up,90,0,center
4/23/2025 17:37,134,44,right,137,47,up,46,-44,down,101,11,up,90,0,center
4/23/2025 17:37,128,38,right,21,-69,down,105,15,up,60,-30,down,90,0,center
4/23/2025 17:37,75,-15,left,179,89,up,120,30,up,165,75,up,90,0,center
4/23/2025 17:37,28,-62,left,52,-38,down,6,-84,down,109,19,up,90,0,center
4/23/2025 17:37,16,-74,left,30,-60,down,86,-4,down,174,84,up,90,0,center
4/23/2025 17:37,179,89,right,7,-83,down,157,67,up,91,1,up,90,0,center
4/23/2025 17:37,109,19,right,179,89,up,176,86,up,120,30,up,90,0,center
4/23/2025 17:37,121,31,right,137,47,up,89,-1,down,21,-69,down,90,0,center
4/23/2025 17:37,41,-49,left,43,-47,down,55,-35,down,118,28,up,90,0,center
4/23/2025 17:37,93,3,right,50,-40,down,130,40,up,68,-22,down,90,0,center
4/23/2025 17:37,107,17,right,97,7,up,44,-46,down,39,-51,down,90,0,center
4/23/2025 17:37,91,1,right,94,4,up,77,-13,down,94,4,up,90,0,center
4/23/2025 17:37,71,-19,left,92,2,up,151,61,up,178,88,up,90,0,center
4/23/2025 17:37,78,-12,left,139,49,up,122,32,up,22,-68,down,90,0,center
4/23/2025 17:37,4,-86,left,67,-23,down,47,-43,down,80,-10,down,90,0,center
4/23/2025 17:37,177,87,right,150,60,up,11,-79,down,107,17,up,90,0,center
4/23/2025 17:37,71,-19,left,4,-86,down,129,39,up,135,45,up,90,0,center
4/23/2025 17:37,80,-10,left,14,-76,down,49,-41,down,158,68,up,90,0,center
4/23/2025 17:37,57,-33,left,22,-68,down,93,3,up,111,21,up,90,0,center
4/23/2025 17:37,113,23,right,70,-20,down,142,52,up,64,-26,down,90,0,center
4/23/2025 17:37,20,-70,left,35,-55,down,81,-9,down,154,64,up,90,0,center
4/23/2025 17:37,17,-73,left,96,6,up,36,-54,down,0,-90,down,90,0,center
4/23/2025 17:37,57,-33,left,117,27,up,79,-11,down,170,80,up,90,0,center
4/23/2025 17:37,14,-76,left,150,60,up,153,63,up,175,85,up,90,0,center
4/23/2025 17:37,64,-26,left,130,40,up,160,70,up,51,-39,down,90,0,center
4/23/2025 17:37,44,-46,left,12,-78,down,14,-76,down,20,-70,down,90,0,center
4/23/2025 17:37,136,46,right,154,64,up,166,76,up,2,-88,down,90,0,center
4/23/2025 17:37,135,45,right,4,-86,down,127,37,up,90,0,center,90,0,center
4/23/2025 17:37,114,24,right,126,36,up,108,18,up,42,-48,down,90,0,center
4/23/2025 17:37,133,43,right,83,-7,down,78,-12,down,132,42,up,90,0,center
4/23/2025 17:37,114,24,right,40,-50,down,128,38,up,11,-79,down,90,0,center
4/23/2025 17:37,2,-88,left,172,82,up,40,-50,down,103,13,up,90,0,center
4/23/2025 17:37,145,55,right,108,18,up,83,-7,down,13,-77,down,90,0,center
4/23/2025 17:37,158,68,right,165,75,up,69,-21,down,179,89,up,90,0,center
4/23/2025 17:37,112,22,right,154,64,up,51,-39,down,110,20,up,90,0,center
4/23/2025 17:37,146,56,right,164,74,up,78,-12,down,116,26,up,90,0,center
4/23/2025 17:37,173,83,right,68,-22,down,127,37,up,51,-39,down,90,0,center
4/23/2025 17:37,115,25,right,116,26,up,147,57,up,37,-53,down,90,0,center
4/23/2025 17:37,91,1,right,172,82,up,95,5,up,7,-83,down,90,0,center
4/23/2025 17:37,153,63,right,39,-51,down,126,36,up,152,62,up,90,0,center
4/23/2025 17:37,33,-57,left,28,-62,down,177,87,up,176,86,up,90,0,center
4/23/2025 17:37,10,-80,left,169,79,up,166,76,up,43,-47,down,90,0,center
4/23/2025 17:37,114,24,right,11,-79,down,165,75,up,41,-49,down,90,0,center
4/23/2025 17:37,91,1,right,150,60,up,8,-82,down,110,20,up,90,0,center
4/23/2025 17:37,82,-8,left,154,64,up,103,13,up,70,-20,down,90,0,center
4/23/2025 17:37,31,-59,left,44,-46,down,60,-30,down,62,-28,down,90,0,center
4/23/2025 17:37,151,61,right,155,65,up,127,37,up,35,-55,down,90,0,center
4/23/2025 17:37,135,45,right,8,-82,down,142,52,up,128,38,up,90,0,center
4/23/2025 17:37,158,68,right,8,-82,down,101,11,up,87,-3,down,90,0,center
4/23/2025 17:37,72,-18,left,171,81,up,146,56,up,141,51,up,90,0,center
4/23/2025 17:37,55,-35,left,160,70,up,89,-1,down,32,-58,down,90,0,center
4/23/2025 17:37,30,-60,left,167,77,up,162,72,up,130,40,up,90,0,center
4/23/2025 17:37,174,84,right,150,60,up,8,-82,down,178,88,up,90,0,center
4/23/2025 17:37,1,-89,left,21,-69,down,45,-45,down,128,38,up,90,0,center
4/23/2025 17:37,2,-88,left,51,-39,down,119,29,up,165,75,up,90,0,center
4/23/2025 17:37,166,76,right,19,-71,down,15,-75,down,158,68,up,90,0,center
4/23/2025 17:37,155,65,right,66,-24,down,144,54,up,162,72,up,90,0,center
4/23/2025 17:37,26,-64,left,70,-20,down,25,-65,down,109,19,up,90,0,center
4/23/2025 17:37,22,-68,left,53,-37,down,46,-44,down,67,-23,down,90,0,center
4/23/2025 17:37,156,66,right,16,-74,down,52,-38,down,166,76,up,90,0,center
4/23/2025 17:37,40,-50,left,129,39,up,67,-23,down,8,-82,down,90,0,center
4/23/2025 17:37,121,31,right,41,-49,down,99,9,up,20,-70,down,90,0,center
4/23/2025 17:37,56,-34,left,32,-58,down,159,69,up,2,-88,down,90,0,center
4/23/2025 17:37,17,-73,left,60,-30,down,110,20,up,141,51,up,90,0,center
4/23/2025 17:37,108,18,right,59,-31,down,55,-35,down,87,-3,down,90,0,center
4/23/2025 17:37,126,36,right,23,-67,down,58,-32,down,166,76,up,90,0,center
4/23/2025 17:37,42,-48,left,3,-87,down,89,-1,down,14,-76,down,90,0,center
4/23/2025 17:37,53,-37,left,146,56,up,138,48,up,21,-69,down,90,0,center
4/23/2025 17:37,148,58,right,101,11,up,154,64,up,106,16,up,90,0,center
4/23/2025 17:37,108,18,right,174,84,up,68,-22,down,17,-73,down,90,0,center
4/23/2025 17:37,100,10,right,7,-83,down,45,-45,down,120,30,up,90,0,center
4/23/2025 17:37,41,-49,left,116,26,up,110,20,up,49,-41,down,90,0,center
4/23/2025 17:37,136,46,right,121,31,up,169,79,up,3,-87,down,90,0,center
4/23/2025 17:37,113,23,right,127,37,up,9,-81,down,19,-71,down,90,0,center
4/23/2025 17:37,29,-61,left,32,-58,down,23,-67,down,66,-24,down,90,0,center
4/23/2025 17:37,138,48,right,144,54,up,86,-4,down,171,81,up,90,0,center
4/23/2025 17:37,117,27,right,75,-15,down,12,-78,down,102,12,up,90,0,center
4/23/2025 17:37,21,-69,left,66,-24,down,115,25,up,136,46,up,90,0,center
4/23/2025 17:37,136,46,right,96,6,up,14,-76,down,37,-53,down,90,0,center
4/23/2025 17:37,108,18,right,136,46,up,106,16,up,5,-85,down,90,0,center
4/23/2025 17:37,1,-89,left,83,-7,down,56,-34,down,34,-56,down,90,0,center
4/23/2025 17:37,152,62,right,133,43,up,1,-89,down,27,-63,down,90,0,center
4/23/2025 17:37,44,-46,left,33,-57,down,157,67,up,6,-84,down,90,0,center
4/23/2025 17:37,25,-65,left,64,-26,down,137,47,up,108,18,up,90,0,center
4/23/2025 17:37,127,37,right,47,-43,down,164,74,up,3,-87,down,90,0,center
4/23/2025 17:37,83,-7,left,124,34,up,134,44,up,27,-63,down,90,0,center
4/23/2025 17:37,27,-63,left,48,-42,down,13,-77,down,62,-28,down,90,0,center
4/23/2025 17:37,142,52,right,126,36,up,133,43,up,25,-65,down,90,0,center
4/23/2025 17:37,66,-24,left,53,-37,down,177,87,up,38,-52,down,90,0,center
4/23/2025 17:37,37,-53,left,62,-28,down,72,-18,down,39,-51,down,90,0,center
4/23/2025 17:37,29,-61,left,100,10,up,111,21,up,156,66,up,90,0,center
4/23/2025 17:37,129,39,right,114,24,up,25,-65,down,172,82,up,90,0,center
4/23/2025 17:37,32,-58,left,46,-44,down,61,-29,down,116,26,up,90,0,center
4/23/2025 17:37,177,87,right,35,-55,down,55,-35,down,156,66,up,90,0,center
4/23/2025 17:37,69,-21,left,160,70,up,137,47,up,22,-68,down,90,0,center
4/23/2025 17:37,150,60,right,90,0,center,121,31,up,161,71,up,90,0,center
4/23/2025 17:37,147,57,right,166,76,up,123,33,up,143,53,up,90,0,center
4/23/2025 17:37,124,34,right,105,15,up,137,47,up,78,-12,down,90,0,center
4/23/2025 17:37,107,17,right,59,-31,down,73,-17,down,60,-30,down,90,0,center
4/23/2025 17:37,138,48,right,152,62,up,6,-84,down,23,-67,down,90,0,center
4/23/2025 17:37,46,-44,left,22,-68,down,155,65,up,140,50,up,90,0,center
4/23/2025 17:37,6,-84,left,177,87,up,50,-40,down,42,-48,down,90,0,center
4/23/2025 17:37,77,-13,left,26,-64,down,87,-3,down,94,4,up,90,0,center
4/23/2025 17:37,97,7,right,6,-84,down,76,-14,down,65,-25,down,90,0,center
4/23/2025 17:37,19,-71,left,92,2,up,165,75,up,100,10,up,90,0,center
4/23/2025 17:37,125,35,right,98,8,up,36,-54,down,141,51,up,90,0,center
4/23/2025 17:37,107,17,right,43,-47,down,130,40,up,144,54,up,90,0,center
4/23/2025 17:37,33,-57,left,82,-8,down,56,-34,down,106,16,up,90,0,center
4/23/2025 17:37,14,-76,left,5,-85,down,158,68,up,122,32,up,90,0,center
4/23/2025 17:37,46,-44,left,120,30,up,61,-29,down,64,-26,down,90,0,center
4/23/2025 17:37,92,2,right,171,81,up,92,2,up,36,-54,down,90,0,center
4/23/2025 17:37,40,-50,left,12,-78,down,111,21,up,15,-75,down,90,0,center
4/23/2025 17:37,173,83,right,83,-7,down,5,-85,down,31,-59,down,90,0,center
4/23/2025 17:37,97,7,right,39,-51,down,156,66,up,42,-48,down,90,0,center
4/23/2025 17:37,57,-33,left,124,34,up,10,-80,down,41,-49,down,90,0,center
4/23/2025 17:37,173,83,right,60,-30,down,109,19,up,168,78,up,90,0,center
4/23/2025 17:37,166,76,right,82,-8,down,60,-30,down,38,-52,down,90,0,center
4/23/2025 17:37,37,-53,left,6,-84,down,8,-82,down,155,65,up,90,0,center
4/23/2025 17:37,64,-26,left,156,66,up,118,28,up,7,-83,down,90,0,center
4/23/2025 17:37,13,-77,left,98,8,up,146,56,up,1,-89,down,90,0,center
4/23/2025 17:38,82,-8,left,87,-3,down,117,27,up,165,75,up,90,0,center
4/23/2025 17:38,44,-46,left,179,89,up,84,-6,down,106,16,up,90,0,center
4/23/2025 17:38,86,-4,left,156,66,up,70,-20,down,35,-55,down,90,0,center
4/23/2025 17:38,104,14,right,55,-35,down,93,3,up,25,-65,down,90,0,center
4/23/2025 17:38,172,82,right,53,-37,down,144,54,up,34,-56,down,90,0,center
4/23/2025 17:38,133,43,right,101,11,up,168,78,up,123,33,up,90,0,center
4/23/2025 17:38,115,25,right,52,-38,down,175,85,up,56,-34,down,90,0,center
4/23/2025 17:38,29,-61,left,6,-84,down,96,6,up,146,56,up,90,0,center
4/23/2025 17:38,51,-39,left,1,-89,down,65,-25,down,97,7,up,90,0,center
4/23/2025 17:38,75,-15,left,107,17,up,45,-45,down,103,13,up,90,0,center
4/23/2025 17:38,129,39,right,86,-4,down,84,-6,down,110,20,up,90,0,center
4/23/2025 17:38,134,44,right,25,-65,down,12,-78,down,155,65,up,90,0,center
4/23/2025 17:38,82,-8,left,89,-1,down,77,-13,down,35,-55,down,90,0,center
4/23/2025 17:38,177,87,right,164,74,up,19,-71,down,54,-36,down,90,0,center
4/23/2025 17:38,20,-70,left,55,-35,down,60,-30,down,156,66,up,90,0,center
4/23/2025 17:38,17,-73,left,64,-26,down,99,9,up,88,-2,down,90,0,center
4/23/2025 17:38,137,47,right,34,-56,down,148,58,up,102,12,up,90,0,center
4/23/2025 17:38,45,-45,left,88,-2,down,2,-88,down,88,-2,down,90,0,center
4/23/2025 17:38,73,-17,left,139,49,up,115,25,up,27,-63,down,90,0,center
4/23/2025 17:38,161,71,right,120,30,up,73,-17,down,21,-69,down,90,0,center
4/23/2025 17:38,42,-48,left,120,30,up,35,-55,down,55,-35,down,90,0,center
4/23/2025 17:38,40,-50,left,96,6,up,97,7,up,99,9,up,90,0,center
4/23/2025 17:38,48,-42,left,137,47,up,57,-33,down,63,-27,down,90,0,center
4/23/2025 17:38,39,-51,left,104,14,up,7,-83,down,84,-6,down,90,0,center
4/23/2025 17:38,36,-54,left,173,83,up,111,21,up,26,-64,down,90,0,center
4/23/2025 17:38,147,57,right,32,-58,down,126,36,up,168,78,up,90,0,center
4/23/2025 17:38,175,85,right,100,10,up,153,63,up,123,33,up,90,0,center
4/23/2025 17:38,57,-33,left,101,11,up,180,90,up,85,-5,down,90,0,center
4/23/2025 17:38,87,-3,left,154,64,up,125,35,up,144,54,up,90,0,center
4/23/2025 17:38,27,-63,left,80,-10,down,80,-10,down,50,-40,down,90,0,center
4/23/2025 17:38,7,-83,left,52,-38,down,47,-43,down,150,60,up,90,0,center
4/23/2025 17:38,145,55,right,2,-88,down,135,45,up,156,66,up,90,0,center
4/23/2025 17:38,120,30,right,15,-75,down,159,69,up,39,-51,down,90,0,center
4/23/2025 17:38,176,86,right,107,17,up,26,-64,down,139,49,up,90,0,center
4/23/2025 17:38,33,-57,left,6,-84,down,30,-60,down,74,-16,down,90,0,center
4/23/2025 17:38,30,-60,left,4,-86,down,11,-79,down,129,39,up,90,0,center
4/23/2025 17:38,119,29,right,92,2,up,28,-62,down,16,-74,down,90,0,center
4/23/2025 17:38,128,38,right,121,31,up,39,-51,down,109,19,up,90,0,center
4/23/2025 17:38,11,-79,left,100,10,up,170,80,up,134,44,up,90,0,center
4/23/2025 17:38,29,-61,left,168,78,up,132,42,up,172,82,up,90,0,center
4/23/2025 17:38,40,-50,left,2,-88,down,75,-15,down,131,41,up,90,0,center
4/23/2025 17:38,151,61,right,25,-65,down,160,70,up,147,57,up,90,0,center
4/23/2025 17:38,62,-28,left,158,68,up,69,-21,down,116,26,up,90,0,center
4/23/2025 17:38,55,-35,left,74,-16,down,71,-19,down,46,-44,down,90,0,center
4/23/2025 17:38,23,-67,left,152,62,up,177,87,up,69,-21,down,90,0,center
4/23/2025 17:38,86,-4,left,64,-26,down,173,83,up,116,26,up,90,0,center
4/23/2025 17:38,49,-41,left,137,47,up,22,-68,down,0,-90,down,90,0,center
4/23/2025 17:38,58,-32,left,70,-20,down,1,-89,down,21,-69,down,90,0,center
4/23/2025 17:38,39,-51,left,4,-86,down,30,-60,down,29,-61,down,90,0,center
4/23/2025 17:38,138,48,right,116,26,up,70,-20,down,129,39,up,90,0,center
4/23/2025 17:38,57,-33,left,145,55,up,84,-6,down,169,79,up,90,0,center
4/23/2025 17:38,112,22,right,74,-16,down,83,-7,down,8,-82,down,90,0,center
4/23/2025 17:38,84,-6,left,7,-83,down,139,49,up,104,14,up,90,0,center
4/23/2025 17:38,14,-76,left,44,-46,down,161,71,up,99,9,up,90,0,center
4/23/2025 17:38,118,28,right,114,24,up,33,-57,down,164,74,up,90,0,center
4/23/2025 17:38,13,-77,left,171,81,up,137,47,up,139,49,up,90,0,center
4/23/2025 17:38,35,-55,left,137,47,up,163,73,up,147,57,up,90,0,center
4/23/2025 17:38,12,-78,left,164,74,up,79,-11,down,88,-2,down,90,0,center
4/23/2025 17:38,106,16,right,72,-18,down,164,74,up,173,83,up,90,0,center
4/23/2025 17:38,159,69,right,41,-49,down,127,37,up,39,-51,down,90,0,center
4/23/2025 17:38,74,-16,left,19,-71,down,151,61,up,31,-59,down,90,0,center
4/23/2025 17:38,148,58,right,114,24,up,142,52,up,52,-38,down,90,0,center
4/23/2025 17:38,137,47,right,113,23,up,56,-34,down,173,83,up,90,0,center
4/23/2025 17:38,10,-80,left,118,28,up,172,82,up,103,13,up,90,0,center
4/23/2025 17:38,59,-31,left,82,-8,down,134,44,up,98,8,up,90,0,center
4/23/2025 17:38,29,-61,left,98,8,up,133,43,up,140,50,up,90,0,center
4/23/2025 17:38,95,5,right,161,71,up,121,31,up,7,-83,down,90,0,center
4/23/2025 17:38,71,-19,left,156,66,up,49,-41,down,73,-17,down,90,0,center
4/23/2025 17:38,20,-70,left,141,51,up,109,19,up,157,67,up,90,0,center
4/23/2025 17:38,154,64,right,94,4,up,128,38,up,53,-37,down,90,0,center
4/23/2025 17:38,88,-2,left,64,-26,down,37,-53,down,23,-67,down,90,0,center
4/23/2025 17:38,92,2,right,43,-47,down,44,-46,down,123,33,up,90,0,center
4/23/2025 17:38,108,18,right,171,81,up,145,55,up,103,13,up,90,0,center
4/23/2025 17:38,94,4,right,178,88,up,166,76,up,175,85,up,90,0,center
4/23/2025 17:38,26,-64,left,80,-10,down,134,44,up,143,53,up,90,0,center
4/23/2025 17:38,103,13,right,142,52,up,32,-58,down,77,-13,down,90,0,center
4/23/2025 17:38,118,28,right,166,76,up,70,-20,down,124,34,up,90,0,center
4/23/2025 17:38,133,43,right,172,82,up,116,26,up,143,53,up,90,0,center
4/23/2025 17:38,129,39,right,86,-4,down,132,42,up,144,54,up,90,0,center
4/23/2025 17:38,155,65,right,46,-44,down,48,-42,down,170,80,up,90,0,center
